EvidenceID,CaseMasterID,EvidenceType,Description,CollectionDate
2475,1124,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2026-07-03
2476,1125,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2022-03-24
2477,1126,CCTV Footage,CCTV footage obtained from a residential premises covering the period of the incident.,2023-03-17
2478,1127,Seized Financial Record,Financial records seized from the premises during search.,2025-04-05
2479,1127,Forged Document,Suspected forged document seized and sent for handwriting/document examination.,2025-05-11
2480,1127,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2025-03-29
2481,1127,Audit Report,Audit report obtained to verify financial irregularities alleged in the case.,2025-04-08
2482,1127,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2025-05-18
2483,1128,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2022-03-29
2484,1128,Seized Document,Documents seized from the accused relevant to the investigation.,2022-03-21
2485,1131,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2022-06-29
2486,1131,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2022-06-13
2487,1133,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-08-29
2488,1133,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2022-09-27
2489,1133,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2022-09-10
2490,1134,Seized Document,Documents seized from the accused relevant to the investigation.,2023-03-11
2491,1134,Digital Communication Record,Digital communication records recovered relevant to the case.,2023-02-14
2492,1135,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-02-17
2493,1135,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2023-02-22
2494,1135,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2023-02-23
2495,1136,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2022-06-23
2496,1137,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2026-05-31
2497,1137,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2026-05-19
2498,1137,Server Log,Server access logs obtained from the platform involved in the incident.,2026-06-13
2499,1138,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2023-08-21
2500,1138,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2023-09-06
2501,1138,Weapon Recovery,Weapon suspected to be used in the offence recovered from a commercial establishment and sent for forensic examination.,2023-09-23
2502,1139,Seized Property List,Inventory list of property seized from the scene under panchnama.,2025-06-03
2503,1139,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-07-10
2504,1139,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-07-01
2505,1139,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-07-11
2506,1139,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2025-05-30
2507,1139,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-06-05
2508,1140,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2024-05-24
2509,1142,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2025-10-04
2510,1142,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2025-09-14
2511,1142,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2025-09-12
2512,1143,Clothing Sample,Clothing sample seized from the victim/accused for forensic examination.,2023-07-22
2513,1144,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2022-03-29
2514,1144,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-04-13
2515,1145,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2023-07-07
2516,1145,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2023-08-28
2517,1146,Seized Financial Record,Financial records seized from the premises during search.,2026-05-21
2518,1146,Audit Report,Audit report obtained to verify financial irregularities alleged in the case.,2026-05-04
2519,1146,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2026-06-09
2520,1147,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2024-11-18
2521,1147,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2024-11-08
2522,1147,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2024-12-19
2523,1149,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2023-02-05
2524,1151,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2023-06-21
2525,1151,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2023-06-01
2526,1152,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-01-14
2527,1152,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2022-12-03
2528,1153,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2026-10-07
2529,1153,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2026-11-17
2530,1154,Seized Financial Record,Financial records seized from the premises during search.,2022-10-30
2531,1154,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2022-11-11
2532,1154,Bank Transaction Statement,Bank account statement of the accused/complainant obtained for financial trail analysis.,2022-12-18
2533,1155,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-10-25
2534,1156,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2024-03-27
2535,1157,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2025-08-25
2536,1158,Seized Property List,Inventory list of property seized from the scene under panchnama.,2023-01-07
2537,1158,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-11-30
2538,1158,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2022-12-04
2539,1159,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2024-09-24
2540,1159,DNA Swab,DNA swab sample collected and sent to the forensic science laboratory.,2024-10-02
2541,1159,Guardian Statement Record,Statement of the parent/guardian recorded regarding the incident.,2024-10-17
2542,1160,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2026-02-26
2543,1160,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2026-01-30
2544,1161,CCTV Footage,CCTV footage obtained from a nearby shop covering the period of the incident.,2022-03-01
2545,1161,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2022-02-17
2546,1161,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2022-03-22
2547,1161,Fingerprint Lift,Latent fingerprints lifted from the scene for identification analysis.,2022-04-17
2548,1162,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2023-12-14
2549,1162,Rescue Report,Rescue operation report prepared by the investigating team.,2023-12-05
2550,1162,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-11-28
2551,1162,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-01-14
2552,1163,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2022-12-11
2553,1163,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2023-01-03
